label,sentences,class
ND_s221,মাথা ব্যথা করছে অফিসের মিটিং শেষ করেই বাসায় চলে আসবো,Non_Dementia
ND_s222,কালকে সকালে মনে করে আমাকে বাসা থেকে নিয়ে যেও কিন্তু,Non_Dementia
ND_s223,আগামী শুক্রবার দূরে কোথাও সপরিবারে ঘুরতে যাবো,Non_Dementia
ND_s224,গতকাল রাত্রে বাসায় ফিরতে ফিরতে বেশ রাত হয়ে গিয়েছিল,Non_Dementia
ND_s225,সকালে উঠে একবারে সারা মাসের বাজার করতে যাবো,Non_Dementia
ND_s226,সামনের বছর বইমেলার স্থান পরিবর্তন করা হচ্ছে,Non_Dementia
ND_s227,ডাক্তার কে মনে করে রিপোর্ট গুলো দেখিয়ে আনতে হবে,Non_Dementia
ND_s228,বাসার পাশে নতুন একটা শপিং কমপ্লেক্স উদ্বোধন হবে,Non_Dementia
ND_s229,রিসার্চের জন্য আবার নতুন কিছু তথ্য সংগ্রহ করতে হবে,Non_Dementia
ND_s230,গতবারের তুলনায় এবছর শীত বেশ দেরিতেই পড়েছে,Non_Dementia
ND_s231,অফিস থেকে এবছর সবাইকে নতুন একটা ল্যাপটপ দিয়েছে,Non_Dementia
ND_s232,আমাদের বিশ্ববিদ্যালয়ে বসন্ত উপলক্ষে বড় অনুষ্ঠান রয়েছে,Non_Dementia
ND_s233,আগামীকাল বিকালে মায়ের সাথে বই মেলায় ঘুরতে যাবো,Non_Dementia
ND_s234,বাসায় আত্মীয়স্বজন বেড়াতে আসলে বেশ ভালো লাগে,Non_Dementia
ND_s235,অন্যদিনের তুলনায় মনে হচ্ছে আজকে রাস্তায় গাড়ির চাপ বেশি,Non_Dementia
ND_s236,তাড়াতাড়ি ঘুমাও সকালে ঘুম থেকে উঠে বাস ধরতে হবে,Non_Dementia
ND_s237,দেখতে দেখতে সামনের বছর ছোট বোন কে কলেজে ভর্তি করাবো,Non_Dementia
ND_s238,যাই বলো আজকে দুপুরের খাবারটা কিন্তু বেশ সুস্বাদু হয়েছে,Non_Dementia
ND_s239,আগামী মাসে এই চাকরিটা ছেড়ে দেওয়ার পরিকল্পনা করেছি,Non_Dementia
ND_s240,বিকালবেলায় তোমার বাসায় সব বন্ধু বান্ধবরা মিলে যাবো কিন্তু,Non_Dementia
ND_s241,আজকের ক্লাসে অনেক নতুন বিষয় শিখলাম বেশ ভালো লাগছে,Non_Dementia
ND_s242,আমি বিকেলে কফি শপে বন্ধু বান্ধবদের সাথে সময় কাটাতে যাবো,Non_Dementia
ND_s243,ভাবছি সকালে হালকা ব্যায়াম করে শরীরটাকে একটু সতেজ রাখবো,Non_Dementia
ND_s244,অফিসে কিছু জরুরি কাজ শেষ করতে হবে আর কিছু টার্গেটও আছে,Non_Dementia
ND_s245,বিকেলে বই পড়তে বসো খুব ভালো লাগবে নতুন বই কিনেছি,Non_Dementia
ND_s246,বন্ধুর জন্মদিনে যাবো তাই তার জন্য উপহার কিনতে যাচ্ছি,Non_Dementia
ND_s247,শীতের বিকেলে এক কাপ গরম চা খেতে বসলে সত্যিই ভালো লাগবে ,Non_Dementia
ND_s248,আজ সকাল থেকে বৃষ্টি শুরু হয়েছে রাস্তায় বেশ পানি জমে গেছে,Non_Dementia
ND_s249,পিজ্জা খাওয়ার পর আজ টিফিনে আর কিছু খেতে ইচ্ছে করে নাই,Non_Dementia
ND_s250,বন্ধুদের সাথে অনেক দিন পর দেখা হবে তাই আমি খুবই উৎসাহিত,Non_Dementia
ND_s251,আজ বিকেলে অনেকদিন পরে আবার ক্রিকেট খেলতে যাবো,Non_Dementia
ND_s252,সকালে পড়াশোনা করার পর খুব ভালো লাগছে পড়া মুখস্থ হয়েছে,Non_Dementia
ND_s253,সাপ্তাহিক ছুটিতে একটা ছোট ট্যুরে যাওয়ার প্ল্যান করেছি,Non_Dementia
ND_s254,তোমার সাথে আড্ডা দিলে বুঝতেই পারি না কিভাবে সময় চলে যায়,Non_Dementia
ND_s255,কালকের মিটিংয়ের জন্য অনেক কিছু প্রস্তুত করতে হবে,Non_Dementia
ND_s256,আজকের আবহাওয়া সত্যিই সুন্দর মৃদু ঠান্ডা বাতাস বইছে,Non_Dementia
ND_s257,বৃষ্টির দিনে চায়ের সাথে পাকোড়া খেতে দারুণ লাগে কিন্তু বলো,Non_Dementia
ND_s258,স্কুলের অনেক কাজ করা বাকি তবে একটু বিশ্রাম করে নিতে হবে,Non_Dementia
ND_s259,সকালে একটু ব্যায়াম করার পর শরীরটা চাঙ্গা এবং উদ্যমী মনে হচ্ছে,Non_Dementia
ND_s260,সন্ধ্যায় একটা মজার টিভি শো আছে সবাই মিলে দেখতে বসব,Non_Dementia
ND_s261,শপিং করার জন্য টাকা হাতে রেখেছি শীতের পোশাক নিতে হবে,Non_Dementia
ND_s262,আজকে বিকেলে বন্ধুদের সাথে অপ্রত্যাশিতভাবে দেখা হয়ে গেলো,Non_Dementia
ND_s263,বিকেলে নতুন সিরিজ দেখা শুরু করবো ট্রেলার বেশ জম্পেশ মনে হচ্ছে,Non_Dementia
ND_s264,বিকেলে আমার বাড়িতে বন্ধু বান্ধবদের আমন্ত্রণ জানিয়েছি,Non_Dementia
ND_s265,আজকের স্ন্যাকস ছিল খুব সুস্বাদু কোয়ালিটিও ভালো লেগেছে,Non_Dementia
ND_s266,আজকের প্রজেক্টের কাজ শেষ করে বেশ ভালো লাগছে,Non_Dementia
ND_s267,তোমাদের সবাইকে নিয়ে সিনেমা দেখতে যাইতে চাচ্ছি,Non_Dementia
ND_s268,আজকের খাবারটা সুস্বাদু ছিল তোমার রেসিপিটা আমাকে দিও তো,Non_Dementia
ND_s269,নতুন একটি বই ডেলিভারী পেয়েছি ভাবছি আজকেই পড়া শুরু করবো,Non_Dementia
ND_s270,এই ছুটিতে অনেক কিছু করার পরিকল্পনা আছে বন্ধু বান্ধবদের সাথে,Non_Dementia
ND_s271,আজকে নতুন একটা রেস্তোরাঁয় লাঞ্চ করেছি দারুণ স্বাদ ছিল,Non_Dementia
ND_s272,বিকেলে পাস্তা বানাবো সেদিনের পাস্তাটা অনেক মজার ছিলো,Non_Dementia
ND_s273,শুক্রবারে চায়ের আড্ডায় বন্ধুর সাথে অনেক সময় কাটিয়েছি,Non_Dementia
ND_s274,তোমাদের সাথে ঘুরতে যাওয়ার ইচ্ছা কিন্তু সময় বের করতে পাচ্ছিনা,Non_Dementia
ND_s275,আজ বিকেলে শপিং করার প্ল্যান ছিল কিন্তু বৃষ্টি শুরু হয়ে গেলো,Non_Dementia
ND_s276,সকালে পুরানো একটা গান শুনলাম মনটা ভালো হয়ে গেল,Non_Dementia
ND_s277,দীর্ঘদিন পর পুরনো বন্ধুদের সাথে দেখা হবে ভেবেই খুব ভালো লাগছে,Non_Dementia
ND_s278,সাঁতার কাটতে বেশ ভালোই লাগে আজকে আবার যাবো সাঁতার কাটতে ,Non_Dementia
ND_s279,তাজা ফুলের গন্ধটা খুব ভালো লাগলো দিনটা শুরু হলো ভালোভাবে,Non_Dementia
ND_s280,এই সপ্তাহে নতুন কিছু রেসিপি ট্রাই করার প্ল্যান করেছি খুব মজা হবে,Non_Dementia
ND_s281,আজকের মিটিংয়ের জন্য প্রস্তুতি নিচ্ছি আশা করি ভালো ফলাফল হবে,Non_Dementia
ND_s282,নতুন ফোন কিনতে হবে দোকানে যেয়ে পছন্দ হলে কিনে নিবো,Non_Dementia
ND_s283,গত সপ্তাহে যে সিনেমা দেখেছিলাম সেইটা আবার দেখতে ইচ্ছা করছে,Non_Dementia
ND_s284,বন্ধুদের সাথে আড্ডা দেবো আবার পুরানো দিনের ব্যাপারে কথা বলব,Non_Dementia
ND_s285,ক্লাস শেষে চাচাদের বাসায় যাবো অনেকদিন যাওয়া হয় নি,Non_Dementia
ND_s286,নতুন গানগুলো আগের দিনের গানগুলোর মতো হয় না আর,Non_Dementia
ND_s287,আজ বন্ধুরা সবাই মিলে লুডু খেলার চ্যালেঞ্জ করেছি,Non_Dementia
ND_s288,অনেকদিন হলো ছবি তোলা হয় না আজকে কিছু ছবি তুলে দিও তো,Non_Dementia
ND_s289,আজ বিকেলে একটু ব্যস্ত আছি আমি তোমাকে কালকে সময় দিতে পারবো,Non_Dementia
ND_s290,সাপ্তাহিক ছুটিতে কিছু নতুন জায়গা ঘুরে আসবো অনেক মজা হবে,Non_Dementia
ND_s291,অনেকদিন পরে ভালো সিনেমা দেখলাম মনটা বেশ ভালো হয়ে গেল,Non_Dementia
ND_s292,গরম চা খেতে পেরে এখন গলার মধ্যে বেশ আরাম লাগছে,Non_Dementia
ND_s293,সকালে বাইরে বের হয়ে দেখো সতেজ বাতাসে মন ভরে যাবে,Non_Dementia
ND_s294,আগামী মাসে একটা বড় কনসার্ট হতে যাচ্ছে সবাই অপেক্ষা করছে,Non_Dementia
ND_s295,কাজের মাঝে মাঝে একটু বিরতি নেয়া দরকারনাহলে মাথা খারাপ হয়,Non_Dementia
ND_s296,সময় নিয়ে নতুন কাজ শিখছিহয়তো শীঘ্রই দক্ষ হয়ে উঠবো,Non_Dementia
ND_s297,আজকে কাছে থেকে সুন্দর একটা গল্প শুনলাম খুবই ভালো লেগেছে,Non_Dementia
ND_s298,রাতে শোয়ার আগে হালকা গরম দুধ খেতে পারো ঘুম ভালো হয়,Non_Dementia
ND_s299,আজকে মায়ের সাথে শপিংয়ে বের হয়েছিলাম অনেক কিছু কিনেছি,Non_Dementia
ND_s300,চলো আজকে সিঙ্গারা আর চা খেতে যাই শীতের মধ্যে অনেক ভালো লাগে,Non_Dementia
ND_s301,বিকেলে ব্যক্তিগত কিছু কাজের জন্য ব্যস্ত থাকবো তাই পরে দেখা করবো,Non_Dementia
ND_s302,অবশেষে অফিসের কাজগুলো ভালোভাবে শেষ করতে পারলাম,Non_Dementia
ND_s303,কালকের স্ন্যাকস খুব সুস্বাদু ছিল অনেকেই প্রশংসা করেছে,Non_Dementia
ND_s304,অনেকদিন পরে শপিংয়ে গিয়ে কিছু নতুন পোশাক কিনলাম,Non_Dementia
ND_s305,আজ বিকেলে ঘুরতে যাওয়ার প্ল্যান ছিল কিন্তু বৃষ্টি শুরু হয়ে গেছে,Non_Dementia
ND_s306,বন্ধুদের জন্য আজ রাতে ডিনারে কিছু বিশেষ রান্না করতে চাই,Non_Dementia
ND_s307,অফিসের প্রজেক্টের জন্য প্রস্তুতি নিতে হবে আরো মনযোগী হতে হবে,Non_Dementia
ND_s308,আজকে বিকেলে একটি নতুন জায়গায় গিয়ে বেড়াতে গিয়েছিলাম,Non_Dementia
ND_s309,তাহলে কালকে সবাই একসাথে একটা ভালো রেস্তোরাঁয় খেতে যাচ্ছি,Non_Dementia
ND_s310,সত্যিই অনেকদিন পরে এমন মনোমুগ্ধকর একটা সিনেমা দেখলাম,Non_Dementia
ND_s311,সাপ্তাহিক ছুটিতে ভালো সময় কাটানোর জন্য নতুন কোথাও যেয়ে ঘুরে আসবো,Non_Dementia
ND_s312,ইদানীং অফিসে খুবই কাজের চাপ বেড়ে গিয়েছে,Non_Dementia
ND_s313,এবারের ছুটিতে একদিন সময় করে সারাদিন ছবি আঁকবো,Non_Dementia
ND_s314,এবছরের আজকেই আমাদের শেষ ক্লাস ছিলো,Non_Dementia
ND_s315,মেয়ে তো বড় হয়ে গেলো তার ভবিষ্যতের জন্য পরিকল্পনা করা প্রয়োজন,Non_Dementia
ND_s316,বিকেলে হাঁটার পরিকল্পনা করেছি বাইরের শীতল বাতাস বইছে,Non_Dementia
ND_s317,মজার একটি ভিডিও দেখলাম হাসতে হাসতে পেট ব্যথা হয়ে গেল,Non_Dementia
ND_s318,আজকে বন্ধুদের সাথে আড্ডাটা মিস করেছি খুব খারাপ লাগছে,Non_Dementia
ND_s319,যে গরম পড়েছে বাইরে বেশিক্ষণ দাঁড়িয়ে থাকা যাবেনা,Non_Dementia
ND_s320,রাত্রে তোমার দেয়া রেসিপি ট্রাই করবো নতুন কিছু রান্না করতে মনে চাচ্ছে,Non_Dementia
ND_s321,গতবারের অফিসের পিকনিকেআমরা অনেক আনন্দ করে ছিলাম,Non_Dementia
ND_s322,তোমার গানের গলাটা খুব সুন্দর তুমি চাইলে গান শিখতে পারো,Non_Dementia
ND_s323,দুপুরে খাওয়ার পরে একটু বিশ্রাম করলে শরীর ভালো থাকে,Non_Dementia
ND_s324,অনেকদিন পরে আজকে স্কুলের স্মৃতিগুলো মনে পড়ে গেলো,Non_Dementia
ND_s325,আমি এই ব্যপারে তোমার মতামত জানতে চাই,Non_Dementia
ND_s326,মনটা ভালো লাগছিলো না তাই মায়ের সাথে ফোনে কথা বলছিলাম,Non_Dementia
ND_s327,আমি সবে মাত্র রান্না শুরু করেছি কিছুক্ষণ অপেক্ষা করতে হবে,Non_Dementia
ND_s328,বিদেশে ভ্রমণ করেছি অনেক নতুন অভিজ্ঞতা হয়েছে,Non_Dementia
ND_s329,ফুটবল এবং ক্রিকেট দুইটি খেলাই আমার অনেক প্রিয়,Non_Dementia
ND_s330,অনেকদিন পরে গতকাল রাতে ঘুম খুব ভালো হয়েছে,Non_Dementia
ND_s331,আজকে খুব গরম পড়েছে আর বাইরে যাওয়ার ইচ্ছে নেই,Non_Dementia
ND_s332,কাল আমাদের বাসায় একটি পার্টি থাকবে তোমরা সবাই আমন্ত্রিত,Non_Dementia
ND_s333,আজ বিকেলে বড়ো রাস্তায় হাঁটতে যাবো বাতাসটা বেশ ভালো লাগবে,Non_Dementia
ND_s334,আগামী সপ্তাহে আমার পরীক্ষা তাই আমি পরীক্ষার প্রস্তুতি নিচ্ছি,Non_Dementia
ND_s335,আজকে অফিসের কাজগুলো শেষ করে কিছুদিনের জন্য ছুটি নিবো,Non_Dementia
ND_s336,আমি সকালে জিমে গিয়েছিলাম শরীরটা একটু ক্লান্ত লাগছে,Non_Dementia
ND_s337,আমাদের দলটি খুব ভালো কাজ করছে সবাই খুব চেষ্টা করছে,Non_Dementia
ND_s338,আমি ছুটিতে যাচ্ছি বাবার শরীরটা একটু ভালো হলে কাজ শুরু করবো,Non_Dementia
ND_s339,তুমি যেভাবে কথা বলো তা সবসময় প্রেরণা দেয়,Non_Dementia
ND_s340,আজকের আবহাওয়া কিন্তু খুবই ভালো বাইরে যাওয়ার উপযোগ্য ছিলো,Non_Dementia
ND_s341,আমি আজকে নতুন রেসিপি চেষ্টা করেছি খুব ভালো হয়েছে,Non_Dementia
ND_s342,আমি প্রকৃতির মাঝে সময় কাটাতে খুব ভালোবাসি,Non_Dementia
ND_s343,আমাদের অনেক কাজ রয়েছে তবে আমরা সবাই প্রস্তুত আছি,Non_Dementia
ND_s344,আমি স্কুলে নতুন বন্ধু তৈরি করেছি সবাই খুব ভালো,Non_Dementia
ND_s345,তুমি যে উপহারটি দিয়েছো সেটা আমার খুব পছন্দ হয়েছে,Non_Dementia
ND_s346,আমি সকাল বেলা চা খাই এটা আমার রোজকার অভ্যাস,Non_Dementia
ND_s347,গত সপ্তাহে আমরা পাহাড়ে গিয়েছিলাম প্রকৃতির সৌন্দর্য দেখেছি,Non_Dementia
ND_s348,আমাদের পরিবার একসাথে সময় কাটাতে ভালোবাসে,Non_Dementia
ND_s349,আমি চেষ্টা আশা করছি আগামীতে আরও ভালো হবে,Non_Dementia
ND_s350,আমি নতুন একটি প্রোজেক্ট শুরু করেছি এটা খুব চ্যালেঞ্জিং,Non_Dementia
ND_s351,আমার বন্ধুরা খুব সহায়ক সবসময় আমার পাশে থাকে,Non_Dementia
ND_s352,আমি খুব খুশি আজকের দিনটি খুব ভালো গেছে,Non_Dementia
ND_s353,তুমি যেভাবে কাজ করছো সেটা অনেক প্রশংসনীয়,Non_Dementia
ND_s354,আমি আজকের প্রোগ্রামটি দেখেছি অনেক কিছু শিখেছি,Non_Dementia
ND_s355,আমি আগামীকাল সব কাজ সঠিকভাবে শেষ করতে চাই,Non_Dementia
ND_s356,আমার অফিসে অনেক গুরুত্বপূর্ণ মিটিং ছিল সব কিছু ভালো হয়েছে,Non_Dementia
ND_s357,তোমার সাথে কথা বলে আমি অনেক ভালো অনুভব করেছি,Non_Dementia
ND_s358,আমি সবার সাহায্যে একটা বড় সমস্যা সমাধান করেছি,Non_Dementia
ND_s359,তুমি যে সাহায্য করেছিলে তার জন্য আমি চিরকাল কৃতজ্ঞ,Non_Dementia
ND_s360,আজকে দুপুরে অনেক ভালো খাবার ছিল সবাই প্রশংসা করেছে,Non_Dementia
ND_s361,আমাদের দলের একজন চলে গিয়েছে তাই সবাই একটু চিন্তিত,Non_Dementia
ND_s362,আমি খুব ক্লান্ত ছিলাম এখন বিশ্রাম নিয়ে ভালো অনুভব করছি,Non_Dementia
ND_s363,নতুন একটি কাজ শুরু করেছি আমি এইটা নিয়ে অনেক আশাবাদী,Non_Dementia
ND_s364,তোমার সাহায্য ছাড়া এই কাজটি শেষ করা সম্ভব ছিলোনা,Non_Dementia
ND_s365,আমি প্রতিদিন সকালে দৌড়াই স্বাস্থ্য রক্ষায় খুব গুরুত্বপূর্ণ কাজ করে,Non_Dementia
ND_s366,আমার ছোট বোন খুবই ভালো গায় তার কণ্ঠ মনোরম,Non_Dementia
ND_s367,আমি নতুন কিছু শিখতে পছন্দ করি এটা খুব মজার,Non_Dementia
ND_s368,আমি অফিসের কাজ শেষ করে সন্ধ্যায় হাঁটে বাড়িতে যাই,Non_Dementia
ND_s369,আমি তোমার কিছু ফটো তুলেছিলাম সেগুলো খুব সুন্দর হয়েছে,Non_Dementia
ND_s370,আমি কালকে বাসায় আছি তুমি চাইলে আসতে পারো,Non_Dementia
